report_id,date,day,source_reliability,narrative,mentioned_entity_ids,ground_truth_flag
UP-INTEL-0060,2024-06-22,174,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00169,syndicate_intel
UP-INTEL-0061,2024-05-09,130,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00036,syndicate_intel
UP-INTEL-0062,2024-06-12,164,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00090,syndicate_intel
UP-INTEL-0063,2024-01-18,18,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00032,syndicate_intel
UP-INTEL-0064,2024-05-25,146,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00107,syndicate_intel
UP-INTEL-0065,2024-08-06,219,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00107,syndicate_intel
UP-INTEL-0066,2024-04-24,115,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00015,syndicate_intel
UP-INTEL-0067,2024-07-03,185,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00146,syndicate_intel
UP-INTEL-0068,2024-07-04,186,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00035,syndicate_intel
UP-INTEL-0069,2024-01-26,26,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00164,syndicate_intel
UP-INTEL-0070,2024-05-22,143,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00030,syndicate_intel
UP-INTEL-0071,2024-03-07,67,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00058,syndicate_intel
UP-INTEL-0072,2024-07-02,184,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00165,syndicate_intel
UP-INTEL-0073,2024-08-11,224,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gautam Buddha Nagar (Noida). Cash routing managed through hawala operators.,UP00187,syndicate_intel
UP-INTEL-0074,2024-07-21,203,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00108,syndicate_intel
UP-INTEL-0075,2024-06-02,154,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00187,syndicate_intel
UP-INTEL-0076,2024-02-17,48,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00014,syndicate_intel
UP-INTEL-0077,2024-01-15,15,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00051,syndicate_intel
UP-INTEL-0078,2024-04-18,109,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00112,syndicate_intel
UP-INTEL-0079,2024-05-04,125,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00043,syndicate_intel
UP-INTEL-0080,2024-04-08,99,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gautam Buddha Nagar (Noida). Cash routing managed through hawala operators.,UP00080,syndicate_intel
UP-INTEL-0081,2024-01-27,27,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00114,noise
UP-INTEL-0082,2024-03-17,77,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00166,noise
UP-INTEL-0083,2024-06-05,157,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00088,noise
UP-INTEL-0084,2024-03-09,69,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00133,noise
UP-INTEL-0085,2024-03-06,66,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00184,noise
UP-INTEL-0086,2024-07-22,204,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00094,noise
UP-INTEL-0087,2024-05-07,128,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00115,noise
UP-INTEL-0088,2024-02-01,32,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00153,noise
UP-INTEL-0089,2024-06-27,179,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00129,noise
UP-INTEL-0090,2024-03-12,72,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00183,noise
UP-INTEL-0091,2024-05-08,129,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00176,noise
UP-INTEL-0092,2024-04-04,95,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00142,noise
UP-INTEL-0093,2024-01-29,29,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00192,noise
UP-INTEL-0094,2024-07-03,185,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00007,noise
UP-INTEL-0095,2024-06-20,172,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00042,noise
UP-INTEL-0096,2024-08-26,239,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00085,noise
UP-INTEL-0097,2024-01-29,29,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00115,noise
UP-INTEL-0098,2024-03-16,76,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00075,noise
UP-INTEL-0099,2024-04-16,107,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Kanpur Nagar. Cash routing managed through hawala operators.,UP00134,noise
UP-INTEL-0100,2024-03-04,64,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Kanpur Nagar. Cash routing managed through hawala operators.,UP00130,noise
UP-INTEL-0101,2024-04-04,95,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00111,noise
UP-INTEL-0102,2024-01-19,19,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00017,noise
UP-INTEL-0103,2024-01-15,15,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00121,noise
UP-INTEL-0104,2024-07-29,211,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00082,noise
UP-INTEL-0105,2024-06-26,178,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Kanpur Nagar. Cash routing managed through hawala operators.,UP00038,noise
UP-INTEL-0106,2024-01-17,17,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00149,noise
UP-INTEL-0107,2024-04-07,98,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gautam Buddha Nagar (Noida). Cash routing managed through hawala operators.,UP00200,noise
UP-INTEL-0108,2024-05-20,141,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00080,noise
UP-INTEL-0109,2024-02-15,46,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00138,noise
UP-INTEL-0110,2024-07-26,208,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00031,noise
UP-INTEL-0111,2024-08-20,233,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00052,noise
UP-INTEL-0112,2024-08-05,218,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00089,noise
UP-INTEL-0113,2024-02-04,35,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00197,noise
UP-INTEL-0114,2024-07-24,206,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00017,noise
UP-INTEL-0115,2024-03-05,65,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00178,noise
UP-INTEL-0116,2024-02-10,41,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00059,noise
UP-INTEL-0117,2024-06-20,172,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00018,noise
UP-INTEL-0118,2024-01-23,23,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00017,noise
UP-INTEL-0119,2024-06-01,153,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00170,noise
UP-INTEL-0120,2024-07-27,209,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00114,noise
UP-INTEL-0121,2024-08-24,237,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00193,noise
UP-INTEL-0122,2024-05-09,130,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00013,noise
UP-INTEL-0123,2024-03-31,91,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gautam Buddha Nagar (Noida). Cash routing managed through hawala operators.,UP00056,noise
UP-INTEL-0124,2024-03-20,80,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00151,noise
UP-INTEL-0125,2024-07-10,192,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00113,noise
UP-INTEL-0126,2024-08-04,217,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00097,noise
UP-INTEL-0127,2024-05-24,145,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00020,noise
UP-INTEL-0128,2024-04-07,98,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00111,noise
UP-INTEL-0129,2024-04-20,111,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00169,noise
UP-INTEL-0130,2024-07-20,202,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00083,noise
UP-INTEL-0131,2024-05-12,133,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00010,noise
UP-INTEL-0132,2024-05-22,143,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00109,noise
UP-INTEL-0133,2024-02-27,58,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00030,noise
UP-INTEL-0134,2024-08-14,227,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00084,noise
UP-INTEL-0135,2024-07-29,211,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00104,noise
UP-INTEL-0136,2024-07-08,190,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00121,noise
UP-INTEL-0137,2024-01-18,18,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00068,noise
UP-INTEL-0138,2024-05-03,124,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00183,noise
UP-INTEL-0139,2024-08-21,234,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00105,noise
UP-INTEL-0140,2024-01-21,21,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00030,noise
UP-INTEL-0141,2024-06-08,160,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00136,noise
UP-INTEL-0142,2024-06-19,171,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00079,noise
UP-INTEL-0143,2024-07-08,190,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00056,noise
UP-INTEL-0144,2024-03-07,67,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00190,noise
UP-INTEL-0145,2024-03-31,91,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00139,noise
UP-INTEL-0146,2024-05-31,152,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00067,noise
UP-INTEL-0147,2024-05-31,152,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00070,noise
UP-INTEL-0148,2024-05-15,136,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00064,noise
UP-INTEL-0149,2024-05-04,125,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00003,noise
UP-INTEL-0150,2024-06-01,153,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00181,noise
UP-INTEL-0151,2024-03-27,87,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00151,noise
UP-INTEL-0152,2024-08-26,239,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00062,noise
UP-INTEL-0153,2024-08-02,215,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00030,noise
UP-INTEL-0154,2024-03-13,73,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00186,noise
UP-INTEL-0155,2024-03-21,81,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gautam Buddha Nagar (Noida). Cash routing managed through hawala operators.,UP00011,noise
UP-INTEL-0156,2024-07-01,183,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00107,noise
