report_id,date,day,team,location,confidence,activity_notes,ground_truth_flag
UP-SURV-0011,2024-07-14,196,STF Unit 4 (Kanpur Nagar),"Kotwali PS, Kanpur Nagar",Medium,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0012,2024-05-14,135,STF Unit 4 (Gorakhpur),"Kotwali PS, Gorakhpur",Medium,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0013,2024-04-16,107,STF Unit 8 (Kanpur Nagar),"Collectorganj PS, Kanpur Nagar",Low,Static surveillance outside suspect safehouse near Collectorganj PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0014,2024-03-08,68,STF Unit 3 (Prayagraj),"Dhoomanganj PS, Prayagraj",High,Static surveillance outside suspect safehouse near Dhoomanganj PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0015,2024-02-17,48,STF Unit 1 (Jhansi),"Kotwali PS, Jhansi",Low,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0016,2024-06-22,174,STF Unit 7 (Kanpur Nagar),"Barra PS, Kanpur Nagar",Medium,Static surveillance outside suspect safehouse near Barra PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0017,2024-07-21,203,STF Unit 2 (Meerut),"Brahmpuri PS, Meerut",High,Static surveillance outside suspect safehouse near Brahmpuri PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0018,2024-06-07,159,STF Unit 6 (Gautam Buddha Nagar (Noida)),"Sector 20 PS, Gautam Buddha Nagar (Noida)",Medium,Static surveillance outside suspect safehouse near Sector 20 PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0019,2024-03-31,91,STF Unit 1 (Ayodhya),"Cantt PS, Ayodhya",High,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0020,2024-05-15,136,STF Unit 1 (Jhansi),"Sipri Bazar PS, Jhansi",Medium,Static surveillance outside suspect safehouse near Sipri Bazar PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0021,2024-02-15,46,STF Unit 5 (Ayodhya),"Cantt PS, Ayodhya",Low,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0022,2024-08-10,223,STF Unit 2 (Prayagraj),"Naini PS, Prayagraj",High,Static surveillance outside suspect safehouse near Naini PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0023,2024-04-26,117,STF Unit 7 (Varanasi),"Cantt PS, Varanasi",High,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0024,2024-07-10,192,STF Unit 1 (Bareilly),"Izzatnagar PS, Bareilly",High,Static surveillance outside suspect safehouse near Izzatnagar PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0025,2024-01-15,15,STF Unit 5 (Lucknow),"Mahanagar PS, Lucknow",Low,Static surveillance outside suspect safehouse near Mahanagar PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0026,2024-01-16,16,STF Unit 2 (Prayagraj),"Katra PS, Prayagraj",Low,Static surveillance outside suspect safehouse near Katra PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0027,2024-04-23,114,STF Unit 5 (Agra),"Etmadpur PS, Agra",Low,Static surveillance outside suspect safehouse near Etmadpur PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0028,2024-02-06,37,STF Unit 1 (Meerut),"Nauchandi PS, Meerut",Low,Static surveillance outside suspect safehouse near Nauchandi PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0029,2024-03-03,63,STF Unit 6 (Bareilly),"Baradari PS, Bareilly",Low,Static surveillance outside suspect safehouse near Baradari PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0030,2024-08-02,215,STF Unit 6 (Gautam Buddha Nagar (Noida)),"Sector 20 PS, Gautam Buddha Nagar (Noida)",Medium,Static surveillance outside suspect safehouse near Sector 20 PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0031,2024-05-02,123,STF Unit 7 (Ghaziabad),"Kavi Nagar PS, Ghaziabad",Medium,Static surveillance outside suspect safehouse near Kavi Nagar PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0032,2024-03-10,70,STF Unit 2 (Gorakhpur),"Gorakhnath PS, Gorakhpur",Low,Static surveillance outside suspect safehouse near Gorakhnath PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0033,2024-01-25,25,STF Unit 7 (Prayagraj),"Dhoomanganj PS, Prayagraj",High,Static surveillance outside suspect safehouse near Dhoomanganj PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0034,2024-02-26,57,STF Unit 3 (Gautam Buddha Nagar (Noida)),"Sector 20 PS, Gautam Buddha Nagar (Noida)",Low,Static surveillance outside suspect safehouse near Sector 20 PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0035,2024-01-04,4,STF Unit 1 (Ayodhya),"Cantt PS, Ayodhya",High,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0036,2024-06-16,168,STF Unit 4 (Varanasi),"Chetganj PS, Varanasi",Medium,Static surveillance outside suspect safehouse near Chetganj PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0037,2024-01-21,21,STF Unit 1 (Ghaziabad),"Sihani Gate PS, Ghaziabad",Medium,Static surveillance outside suspect safehouse near Sihani Gate PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0038,2024-06-20,172,STF Unit 1 (Ghaziabad),"Indirapuram PS, Ghaziabad",Medium,Static surveillance outside suspect safehouse near Indirapuram PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0039,2024-07-03,185,STF Unit 5 (Gorakhpur),"Tiwaripur PS, Gorakhpur",Low,Static surveillance outside suspect safehouse near Tiwaripur PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0040,2024-04-06,97,STF Unit 2 (Kanpur Nagar),"Govind Nagar PS, Kanpur Nagar",Low,Static surveillance outside suspect safehouse near Govind Nagar PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0041,2024-02-25,56,STF Unit 7 (Varanasi),"Bhelupur PS, Varanasi",High,Static surveillance outside suspect safehouse near Bhelupur PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0042,2024-04-17,108,STF Unit 5 (Prayagraj),"Katra PS, Prayagraj",Low,Static surveillance outside suspect safehouse near Katra PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0043,2024-03-28,88,STF Unit 1 (Lucknow),"Gomti Nagar PS, Lucknow",Medium,Static surveillance outside suspect safehouse near Gomti Nagar PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0044,2024-02-19,50,STF Unit 2 (Meerut),"Nauchandi PS, Meerut",Low,Static surveillance outside suspect safehouse near Nauchandi PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0045,2024-06-22,174,STF Unit 3 (Gautam Buddha Nagar (Noida)),"Sector 20 PS, Gautam Buddha Nagar (Noida)",High,Static surveillance outside suspect safehouse near Sector 20 PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0046,2024-07-24,206,STF Unit 7 (Bareilly),"Subhash Nagar PS, Bareilly",Medium,Static surveillance outside suspect safehouse near Subhash Nagar PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0047,2024-08-12,225,STF Unit 1 (Prayagraj),"Dhoomanganj PS, Prayagraj",High,Static surveillance outside suspect safehouse near Dhoomanganj PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0048,2024-07-06,188,STF Unit 3 (Prayagraj),"Naini PS, Prayagraj",High,Static surveillance outside suspect safehouse near Naini PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0049,2024-01-01,1,STF Unit 6 (Meerut),"Nauchandi PS, Meerut",Medium,Static surveillance outside suspect safehouse near Nauchandi PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0050,2024-02-04,35,STF Unit 5 (Gorakhpur),"Cantt PS, Gorakhpur",High,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0051,2024-01-30,30,STF Unit 6 (Bareilly),"Subhash Nagar PS, Bareilly",Medium,Static surveillance outside suspect safehouse near Subhash Nagar PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0052,2024-05-06,127,STF Unit 3 (Ayodhya),"Kotwali PS, Ayodhya",High,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0053,2024-02-07,38,STF Unit 5 (Prayagraj),"Naini PS, Prayagraj",Medium,Static surveillance outside suspect safehouse near Naini PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0054,2024-02-03,34,STF Unit 4 (Meerut),"Sadar Bazar PS, Meerut",High,Static surveillance outside suspect safehouse near Sadar Bazar PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0055,2024-07-05,187,STF Unit 1 (Jhansi),"Sipri Bazar PS, Jhansi",Low,Static surveillance outside suspect safehouse near Sipri Bazar PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0056,2024-03-09,69,STF Unit 1 (Gorakhpur),"Cantt PS, Gorakhpur",Medium,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0057,2024-03-17,77,STF Unit 8 (Ayodhya),"Ayodhya Kotwali PS, Ayodhya",Medium,Static surveillance outside suspect safehouse near Ayodhya Kotwali PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0058,2024-03-26,86,STF Unit 7 (Ghaziabad),"Sihani Gate PS, Ghaziabad",Low,Static surveillance outside suspect safehouse near Sihani Gate PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0059,2024-01-19,19,STF Unit 8 (Kanpur Nagar),"Chakeri PS, Kanpur Nagar",High,Static surveillance outside suspect safehouse near Chakeri PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0060,2024-01-08,8,STF Unit 3 (Kanpur Nagar),"Barra PS, Kanpur Nagar",Medium,Static surveillance outside suspect safehouse near Barra PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0061,2024-03-08,68,STF Unit 7 (Meerut),"Nauchandi PS, Meerut",Medium,Static surveillance outside suspect safehouse near Nauchandi PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0062,2024-07-23,205,STF Unit 7 (Kanpur Nagar),"Kotwali PS, Kanpur Nagar",High,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0063,2024-07-19,201,STF Unit 8 (Meerut),"Nauchandi PS, Meerut",Medium,Static surveillance outside suspect safehouse near Nauchandi PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0064,2024-02-05,36,STF Unit 8 (Gorakhpur),"Tiwaripur PS, Gorakhpur",Medium,Static surveillance outside suspect safehouse near Tiwaripur PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0065,2024-01-05,5,STF Unit 6 (Gautam Buddha Nagar (Noida)),"Sector 20 PS, Gautam Buddha Nagar (Noida)",High,Static surveillance outside suspect safehouse near Sector 20 PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0066,2024-03-20,80,STF Unit 4 (Bareilly),"Baradari PS, Bareilly",High,Static surveillance outside suspect safehouse near Baradari PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0067,2024-03-13,73,STF Unit 8 (Ayodhya),"Raunahi PS, Ayodhya",Low,Static surveillance outside suspect safehouse near Raunahi PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0068,2024-03-22,82,STF Unit 6 (Varanasi),"Cantt PS, Varanasi",Medium,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0069,2024-04-28,119,STF Unit 6 (Varanasi),"Sigra PS, Varanasi",High,Static surveillance outside suspect safehouse near Sigra PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0070,2024-02-23,54,STF Unit 2 (Agra),"Etmadpur PS, Agra",Medium,Static surveillance outside suspect safehouse near Etmadpur PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0071,2024-05-08,129,STF Unit 7 (Varanasi),"Sigra PS, Varanasi",High,Static surveillance outside suspect safehouse near Sigra PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0072,2024-05-27,148,STF Unit 4 (Prayagraj),"Naini PS, Prayagraj",High,Static surveillance outside suspect safehouse near Naini PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0073,2024-04-28,119,STF Unit 4 (Kanpur Nagar),"Collectorganj PS, Kanpur Nagar",Medium,Static surveillance outside suspect safehouse near Collectorganj PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0074,2024-03-05,65,STF Unit 2 (Bareilly),"Baradari PS, Bareilly",Low,Static surveillance outside suspect safehouse near Baradari PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0075,2024-04-14,105,STF Unit 2 (Meerut),"Civil Lines PS, Meerut",High,Static surveillance outside suspect safehouse near Civil Lines PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0076,2024-02-02,33,STF Unit 6 (Bareilly),"Subhash Nagar PS, Bareilly",Low,Static surveillance outside suspect safehouse near Subhash Nagar PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0077,2024-05-22,143,STF Unit 1 (Kanpur Nagar),"Collectorganj PS, Kanpur Nagar",Low,Static surveillance outside suspect safehouse near Collectorganj PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0078,2024-04-18,109,STF Unit 1 (Agra),"Etmadpur PS, Agra",Medium,Static surveillance outside suspect safehouse near Etmadpur PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0079,2024-08-26,239,STF Unit 8 (Ghaziabad),"Sahibabad PS, Ghaziabad",Medium,Static surveillance outside suspect safehouse near Sahibabad PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0080,2024-03-27,87,STF Unit 8 (Kanpur Nagar),"Barra PS, Kanpur Nagar",Medium,Static surveillance outside suspect safehouse near Barra PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0081,2024-03-18,78,STF Unit 6 (Gorakhpur),"Tiwaripur PS, Gorakhpur",Medium,Static surveillance outside suspect safehouse near Tiwaripur PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0082,2024-05-21,142,STF Unit 1 (Ayodhya),"Raunahi PS, Ayodhya",Medium,Static surveillance outside suspect safehouse near Raunahi PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0083,2024-08-02,215,STF Unit 8 (Meerut),"Civil Lines PS, Meerut",Low,Static surveillance outside suspect safehouse near Civil Lines PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0084,2024-01-10,10,STF Unit 6 (Agra),"Etmadpur PS, Agra",High,Static surveillance outside suspect safehouse near Etmadpur PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0085,2024-04-20,111,STF Unit 5 (Gautam Buddha Nagar (Noida)),"Sector 39 PS, Gautam Buddha Nagar (Noida)",High,Static surveillance outside suspect safehouse near Sector 39 PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0086,2024-01-31,31,STF Unit 7 (Ghaziabad),"Sahibabad PS, Ghaziabad",Low,Static surveillance outside suspect safehouse near Sahibabad PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0087,2024-02-13,44,STF Unit 5 (Ayodhya),"Cantt PS, Ayodhya",High,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0088,2024-04-03,94,STF Unit 5 (Jhansi),"Prem Nagar PS, Jhansi",Low,Static surveillance outside suspect safehouse near Prem Nagar PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0089,2024-06-26,178,STF Unit 3 (Bareilly),"Kotwali PS, Bareilly",Low,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0090,2024-06-14,166,STF Unit 5 (Jhansi),"Nawabad PS, Jhansi",Medium,Static surveillance outside suspect safehouse near Nawabad PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0091,2024-05-05,126,STF Unit 3 (Meerut),"Civil Lines PS, Meerut",High,Static surveillance outside suspect safehouse near Civil Lines PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0092,2024-04-07,98,STF Unit 5 (Meerut),"Nauchandi PS, Meerut",Medium,Static surveillance outside suspect safehouse near Nauchandi PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0093,2024-01-22,22,STF Unit 6 (Jhansi),"Sipri Bazar PS, Jhansi",Low,Static surveillance outside suspect safehouse near Sipri Bazar PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0094,2024-04-28,119,STF Unit 4 (Ghaziabad),"Indirapuram PS, Ghaziabad",Low,Static surveillance outside suspect safehouse near Indirapuram PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0095,2024-01-28,28,STF Unit 2 (Meerut),"Civil Lines PS, Meerut",Medium,Static surveillance outside suspect safehouse near Civil Lines PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0096,2024-07-02,184,STF Unit 7 (Lucknow),"Chinhat PS, Lucknow",High,Static surveillance outside suspect safehouse near Chinhat PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0097,2024-01-24,24,STF Unit 5 (Kanpur Nagar),"Collectorganj PS, Kanpur Nagar",Low,Static surveillance outside suspect safehouse near Collectorganj PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0098,2024-02-08,39,STF Unit 4 (Prayagraj),"Dhoomanganj PS, Prayagraj",Low,Static surveillance outside suspect safehouse near Dhoomanganj PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0099,2024-08-19,232,STF Unit 1 (Agra),"Sikandra PS, Agra",Medium,Static surveillance outside suspect safehouse near Sikandra PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0100,2024-04-06,97,STF Unit 5 (Ayodhya),"Kotwali PS, Ayodhya",High,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,core_surveillance
UP-SURV-0101,2024-05-05,126,STF Unit 4 (Gorakhpur),"Kotwali PS, Gorakhpur",Low,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0102,2024-01-28,28,STF Unit 8 (Gorakhpur),"Cantt PS, Gorakhpur",Low,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0103,2024-04-23,114,STF Unit 1 (Gautam Buddha Nagar (Noida)),"Sector 39 PS, Gautam Buddha Nagar (Noida)",High,Static surveillance outside suspect safehouse near Sector 39 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0104,2024-03-19,79,STF Unit 8 (Lucknow),"Alambagh PS, Lucknow",Medium,Static surveillance outside suspect safehouse near Alambagh PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0105,2024-01-09,9,STF Unit 3 (Meerut),"Nauchandi PS, Meerut",High,Static surveillance outside suspect safehouse near Nauchandi PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0106,2024-05-03,124,STF Unit 3 (Agra),"Shahganj PS, Agra",Medium,Static surveillance outside suspect safehouse near Shahganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0107,2024-03-04,64,STF Unit 4 (Varanasi),"Sigra PS, Varanasi",Medium,Static surveillance outside suspect safehouse near Sigra PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0108,2024-02-13,44,STF Unit 6 (Varanasi),"Dashashwamedh PS, Varanasi",Low,Static surveillance outside suspect safehouse near Dashashwamedh PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0109,2024-04-05,96,STF Unit 5 (Bareilly),"Subhash Nagar PS, Bareilly",Low,Static surveillance outside suspect safehouse near Subhash Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0110,2024-04-03,94,STF Unit 1 (Ghaziabad),"Kotwali PS, Ghaziabad",Medium,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0111,2024-04-24,115,STF Unit 1 (Lucknow),"Mahanagar PS, Lucknow",Medium,Static surveillance outside suspect safehouse near Mahanagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0112,2024-07-05,187,STF Unit 7 (Ghaziabad),"Sahibabad PS, Ghaziabad",Medium,Static surveillance outside suspect safehouse near Sahibabad PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0113,2024-03-31,91,STF Unit 4 (Varanasi),"Dashashwamedh PS, Varanasi",High,Static surveillance outside suspect safehouse near Dashashwamedh PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0114,2024-04-04,95,STF Unit 5 (Jhansi),"Kotwali PS, Jhansi",High,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0115,2024-01-01,1,STF Unit 2 (Jhansi),"Prem Nagar PS, Jhansi",Low,Static surveillance outside suspect safehouse near Prem Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0116,2024-02-28,59,STF Unit 8 (Meerut),"Partapur PS, Meerut",Low,Static surveillance outside suspect safehouse near Partapur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0117,2024-05-06,127,STF Unit 4 (Meerut),"Sadar Bazar PS, Meerut",Low,Static surveillance outside suspect safehouse near Sadar Bazar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0118,2024-04-28,119,STF Unit 7 (Agra),"Rakabganj PS, Agra",High,Static surveillance outside suspect safehouse near Rakabganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0119,2024-01-10,10,STF Unit 8 (Agra),"Rakabganj PS, Agra",High,Static surveillance outside suspect safehouse near Rakabganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0120,2024-08-10,223,STF Unit 3 (Meerut),"Nauchandi PS, Meerut",Low,Static surveillance outside suspect safehouse near Nauchandi PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0121,2024-03-09,69,STF Unit 1 (Bareilly),"Kotwali PS, Bareilly",Low,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0122,2024-02-02,33,STF Unit 3 (Ayodhya),"Raunahi PS, Ayodhya",Medium,Static surveillance outside suspect safehouse near Raunahi PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0123,2024-04-17,108,STF Unit 5 (Ghaziabad),"Sihani Gate PS, Ghaziabad",High,Static surveillance outside suspect safehouse near Sihani Gate PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0124,2024-03-11,71,STF Unit 3 (Agra),"Hari Parbat PS, Agra",Medium,Static surveillance outside suspect safehouse near Hari Parbat PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0125,2024-01-15,15,STF Unit 2 (Lucknow),"Chinhat PS, Lucknow",Low,Static surveillance outside suspect safehouse near Chinhat PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0126,2024-05-10,131,STF Unit 4 (Gautam Buddha Nagar (Noida)),"Sector 24 PS, Gautam Buddha Nagar (Noida)",Low,Static surveillance outside suspect safehouse near Sector 24 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0127,2024-03-07,67,STF Unit 5 (Lucknow),"Gomti Nagar PS, Lucknow",Low,Static surveillance outside suspect safehouse near Gomti Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0128,2024-02-28,59,STF Unit 8 (Ayodhya),"Ayodhya Kotwali PS, Ayodhya",High,Static surveillance outside suspect safehouse near Ayodhya Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0129,2024-02-27,58,STF Unit 3 (Gautam Buddha Nagar (Noida)),"Sector 24 PS, Gautam Buddha Nagar (Noida)",Medium,Static surveillance outside suspect safehouse near Sector 24 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0130,2024-05-04,125,STF Unit 4 (Ghaziabad),"Sihani Gate PS, Ghaziabad",Low,Static surveillance outside suspect safehouse near Sihani Gate PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0131,2024-07-20,202,STF Unit 8 (Prayagraj),"Katra PS, Prayagraj",Low,Static surveillance outside suspect safehouse near Katra PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0132,2024-06-17,169,STF Unit 1 (Lucknow),"Hazratganj PS, Lucknow",Medium,Static surveillance outside suspect safehouse near Hazratganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0133,2024-04-19,110,STF Unit 8 (Bareilly),"Baradari PS, Bareilly",Low,Static surveillance outside suspect safehouse near Baradari PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0134,2024-06-09,161,STF Unit 3 (Lucknow),"Hazratganj PS, Lucknow",Low,Static surveillance outside suspect safehouse near Hazratganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0135,2024-01-18,18,STF Unit 6 (Agra),"Hari Parbat PS, Agra",Medium,Static surveillance outside suspect safehouse near Hari Parbat PS. Identified suspicious movement of vehicles.,routine
