post_id,handle,person_id,timestamp,day,location_tag,post_text,hashtags,ground_truth_flag
UP-SOC-0022,@user_up_22,UP00460,2024-05-12 11:15:00,133,"Ayodhya, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0023,@user_up_23,UP00677,2024-05-23 22:15:00,144,"Gautam Buddha Nagar (Noida), UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0024,@user_up_24,UP00145,2024-04-14 21:15:00,105,"Meerut, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0025,@user_up_25,UP00006,2024-05-20 22:15:00,141,"Ghaziabad, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0026,@user_up_26,UP00058,2024-08-22 16:15:00,235,"Varanasi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0027,@user_up_27,UP00490,2024-05-25 23:15:00,146,"Varanasi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0028,@user_up_28,UP00019,2024-05-09 17:15:00,130,"Varanasi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0029,@user_up_29,UP00073,2024-05-05 14:15:00,126,"Agra, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0030,@user_up_30,UP00627,2024-01-23 22:15:00,23,"Agra, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0031,@user_up_31,UP00001,2024-02-19 19:15:00,50,"Lucknow, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0032,@user_up_32,UP00047,2024-04-22 15:15:00,113,"Lucknow, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0033,@user_up_33,UP00015,2024-02-19 17:15:00,50,"Jhansi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0034,@user_up_34,UP00029,2024-06-09 12:15:00,161,"Meerut, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0035,@user_up_35,UP00902,2024-01-17 23:15:00,17,"Varanasi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0036,@user_up_36,UP00422,2024-05-12 12:15:00,133,"Prayagraj, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0037,@user_up_37,UP00974,2024-06-13 10:15:00,165,"Meerut, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0038,@user_up_38,UP00145,2024-01-04 22:15:00,4,"Kanpur Nagar, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0039,@user_up_39,UP00806,2024-05-24 16:15:00,145,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0040,@user_up_40,UP00768,2024-06-26 14:15:00,178,"Prayagraj, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0041,@user_up_41,UP00687,2024-01-08 10:15:00,8,"Lucknow, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0042,@user_up_42,UP00895,2024-05-30 18:15:00,151,"Ayodhya, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0043,@user_up_43,UP00982,2024-01-10 15:15:00,10,"Ayodhya, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0044,@user_up_44,UP00650,2024-04-24 19:15:00,115,"Meerut, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0045,@user_up_45,UP00962,2024-01-31 18:15:00,31,"Gautam Buddha Nagar (Noida), UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0046,@user_up_46,UP00951,2024-03-07 15:15:00,67,"Ayodhya, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0047,@user_up_47,UP00105,2024-06-24 21:15:00,176,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0048,@user_up_48,UP00323,2024-03-17 18:15:00,77,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0049,@user_up_49,UP00914,2024-03-15 17:15:00,75,"Gautam Buddha Nagar (Noida), UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0050,@user_up_50,UP00764,2024-07-13 12:15:00,195,"Ayodhya, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0051,@user_up_51,UP00577,2024-01-21 19:15:00,21,"Ghaziabad, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0052,@user_up_52,UP00217,2024-05-22 18:15:00,143,"Ghaziabad, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0053,@user_up_53,UP00047,2024-02-04 15:15:00,35,"Prayagraj, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0054,@user_up_54,UP00783,2024-05-05 15:15:00,126,"Meerut, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0055,@user_up_55,UP00823,2024-01-20 20:15:00,20,"Kanpur Nagar, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0056,@user_up_56,UP00413,2024-06-28 20:15:00,180,"Varanasi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0057,@user_up_57,UP00710,2024-08-17 22:15:00,230,"Lucknow, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0058,@user_up_58,UP00915,2024-07-07 13:15:00,189,"Varanasi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0059,@user_up_59,UP00343,2024-06-18 17:15:00,170,"Prayagraj, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0060,@user_up_60,UP00183,2024-03-29 11:15:00,89,"Varanasi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0061,@user_up_61,UP00341,2024-06-29 17:15:00,181,"Gorakhpur, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0062,@user_up_62,UP00767,2024-07-09 12:15:00,191,"Kanpur Nagar, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0063,@user_up_63,UP00684,2024-06-25 18:15:00,177,"Gorakhpur, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0064,@user_up_64,UP00256,2024-05-15 18:15:00,136,"Jhansi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0065,@user_up_65,UP00674,2024-04-08 18:15:00,99,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0066,@user_up_66,UP00801,2024-08-01 10:15:00,214,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0067,@user_up_67,UP00286,2024-06-19 18:15:00,171,"Lucknow, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0068,@user_up_68,UP00016,2024-01-24 16:15:00,24,"Kanpur Nagar, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0069,@user_up_69,UP00578,2024-05-28 12:15:00,149,"Kanpur Nagar, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0070,@user_up_70,UP00150,2024-06-04 15:15:00,156,"Kanpur Nagar, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0071,@user_up_71,UP00897,2024-07-15 17:15:00,197,"Lucknow, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0072,@user_up_72,UP00295,2024-01-04 20:15:00,4,"Agra, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0073,@user_up_73,UP00631,2024-04-05 12:15:00,96,"Gorakhpur, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0074,@user_up_74,UP00595,2024-04-05 10:15:00,96,"Ayodhya, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0075,@user_up_75,UP00682,2024-08-02 17:15:00,215,"Agra, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0076,@user_up_76,UP00567,2024-08-03 10:15:00,216,"Jhansi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0077,@user_up_77,UP00780,2024-05-22 22:15:00,143,"Meerut, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0078,@user_up_78,UP00426,2024-03-05 19:15:00,65,"Prayagraj, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0079,@user_up_79,UP00377,2024-07-01 22:15:00,183,"Kanpur Nagar, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0080,@user_up_80,UP00801,2024-04-04 21:15:00,95,"Ghaziabad, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0081,@user_up_81,UP00121,2024-07-23 15:15:00,205,"Varanasi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0082,@user_up_82,UP00023,2024-03-28 14:15:00,88,"Prayagraj, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0083,@user_up_83,UP00960,2024-08-20 21:15:00,233,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0084,@user_up_84,UP00295,2024-07-15 10:15:00,197,"Meerut, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0085,@user_up_85,UP00944,2024-06-10 18:15:00,162,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0086,@user_up_86,UP00854,2024-07-14 11:15:00,196,"Meerut, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0087,@user_up_87,UP00648,2024-07-19 10:15:00,201,"Agra, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0088,@user_up_88,UP00356,2024-03-05 11:15:00,65,"Varanasi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0089,@user_up_89,UP00799,2024-03-11 20:15:00,71,"Gorakhpur, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0090,@user_up_90,UP00485,2024-06-06 15:15:00,158,"Agra, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0091,@user_up_91,UP00039,2024-07-15 13:15:00,197,"Agra, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0092,@user_up_92,UP00659,2024-07-11 19:15:00,193,"Agra, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0093,@user_up_93,UP00588,2024-04-10 18:15:00,101,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0094,@user_up_94,UP00594,2024-02-29 11:15:00,60,"Ghaziabad, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0095,@user_up_95,UP00227,2024-04-24 12:15:00,115,"Ghaziabad, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0096,@user_up_96,UP00016,2024-07-24 13:15:00,206,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0097,@user_up_97,UP00892,2024-05-14 22:15:00,135,"Lucknow, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0098,@user_up_98,UP00463,2024-07-06 10:15:00,188,"Prayagraj, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0099,@user_up_99,UP00896,2024-08-28 20:15:00,241,"Ayodhya, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0100,@user_up_100,UP00712,2024-07-13 14:15:00,195,"Kanpur Nagar, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0101,@user_up_101,UP00073,2024-07-17 21:15:00,199,"Gautam Buddha Nagar (Noida), UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0102,@user_up_102,UP00146,2024-04-16 13:15:00,107,"Ghaziabad, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0103,@user_up_103,UP00378,2024-01-27 10:15:00,27,"Meerut, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0104,@user_up_104,UP00728,2024-01-15 18:15:00,15,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0105,@user_up_105,UP00842,2024-06-15 17:15:00,167,"Kanpur Nagar, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0106,@user_up_106,UP00526,2024-04-17 17:15:00,108,"Agra, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0107,@user_up_107,UP00827,2024-02-04 11:15:00,35,"Lucknow, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0108,@user_up_108,UP00195,2024-01-04 17:15:00,4,"Meerut, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0109,@user_up_109,UP00553,2024-03-21 11:15:00,81,"Ayodhya, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0110,@user_up_110,UP00291,2024-04-19 22:15:00,110,"Gautam Buddha Nagar (Noida), UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0111,@user_up_111,UP00338,2024-05-11 12:15:00,132,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0112,@user_up_112,UP00289,2024-07-21 11:15:00,203,"Varanasi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0113,@user_up_113,UP00410,2024-07-16 12:15:00,198,"Agra, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0114,@user_up_114,UP00655,2024-04-30 16:15:00,121,"Agra, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0115,@user_up_115,UP00158,2024-05-29 21:15:00,150,"Prayagraj, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0116,@user_up_116,UP00256,2024-08-24 23:15:00,237,"Meerut, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0117,@user_up_117,UP00836,2024-07-23 13:15:00,205,"Kanpur Nagar, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0118,@user_up_118,UP00042,2024-06-04 21:15:00,156,"Gautam Buddha Nagar (Noida), UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0119,@user_up_119,UP00246,2024-03-16 16:15:00,76,"Prayagraj, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0120,@user_up_120,UP00987,2024-03-12 22:15:00,72,"Ghaziabad, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0121,@user_up_121,UP00011,2024-04-27 19:15:00,118,"Ghaziabad, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0122,@user_up_122,UP00821,2024-03-28 18:15:00,88,"Jhansi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0123,@user_up_123,UP00873,2024-02-05 14:15:00,36,"Gautam Buddha Nagar (Noida), UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0124,@user_up_124,UP00883,2024-01-29 20:15:00,29,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0125,@user_up_125,UP00605,2024-03-09 17:15:00,69,"Gorakhpur, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0126,@user_up_126,UP00381,2024-01-15 12:15:00,15,"Kanpur Nagar, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0127,@user_up_127,UP00106,2024-05-10 17:15:00,131,"Ayodhya, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0128,@user_up_128,UP00976,2024-06-19 16:15:00,171,"Ayodhya, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0129,@user_up_129,UP00431,2024-04-02 16:15:00,93,"Kanpur Nagar, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0130,@user_up_130,UP00038,2024-01-09 16:15:00,9,"Jhansi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0131,@user_up_131,UP00258,2024-08-14 13:15:00,227,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0132,@user_up_132,UP00495,2024-05-13 16:15:00,134,"Varanasi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0133,@user_up_133,UP00088,2024-04-28 17:15:00,119,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0134,@user_up_134,UP00684,2024-06-11 16:15:00,163,"Jhansi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0135,@user_up_135,UP00872,2024-01-02 10:15:00,2,"Prayagraj, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0136,@user_up_136,UP00242,2024-05-25 23:15:00,146,"Gorakhpur, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0137,@user_up_137,UP00442,2024-07-25 21:15:00,207,"Lucknow, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0138,@user_up_138,UP00679,2024-03-08 20:15:00,68,"Lucknow, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0139,@user_up_139,UP00864,2024-05-02 12:15:00,123,"Agra, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0140,@user_up_140,UP00254,2024-04-13 15:15:00,104,"Gorakhpur, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0141,@user_up_141,UP00916,2024-06-16 21:15:00,168,"Gautam Buddha Nagar (Noida), UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0142,@user_up_142,UP00559,2024-07-07 20:15:00,189,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0143,@user_up_143,UP00897,2024-02-27 11:15:00,58,"Gorakhpur, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0144,@user_up_144,UP00628,2024-03-03 22:15:00,63,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0145,@user_up_145,UP00831,2024-02-06 11:15:00,37,"Varanasi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0146,@user_up_146,UP00987,2024-03-29 14:15:00,89,"Ayodhya, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0147,@user_up_147,UP00473,2024-05-11 23:15:00,132,"Ayodhya, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0148,@user_up_148,UP00991,2024-04-25 15:15:00,116,"Jhansi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0149,@user_up_149,UP00108,2024-01-23 17:15:00,23,"Varanasi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0150,@user_up_150,UP00296,2024-04-05 19:15:00,96,"Prayagraj, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0151,@user_up_151,UP00036,2024-05-30 15:15:00,151,"Bareilly, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0152,@user_up_152,UP00047,2024-06-21 14:15:00,173,"Varanasi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0153,@user_up_153,UP00481,2024-02-14 12:15:00,45,"Jhansi, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0154,@user_up_154,UP00815,2024-01-20 21:15:00,20,"Lucknow, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0155,@user_up_155,UP00311,2024-01-27 18:15:00,27,"Agra, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0156,@user_up_156,UP00561,2024-03-30 19:15:00,90,"Meerut, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
UP-SOC-0157,@user_up_157,UP00485,2024-02-12 22:15:00,43,"Prayagraj, UP",Live meeting with associates in Lucknow. #Power #Network,"#UPgangs,#purvanchal",noise
